#Galactic HII region
#from Tsamis et al., 2003, MNRAS, 338, 687
3726.03   38.000
3728.82   42.100
3750.15   2.690
3770.63   3.290
3797.90   4.350
3819.62   0.927
3835.39   6.480
3868.75   30.700
3888.65   15.500
3967.46   9.370
3970.07   14.000
4068.60   0.471
4069.62   0.111
4072.16   0.057
4076.35   0.190
4078.84   0.027
4083.90   0.009
4085.11   0.022
4087.15   0.016
4089.29   0.018
4101.74   22.000
4110.78   0.027
4120.84   0.177
4132.80   0.043
4143.76   0.252
4153.30   0.052
4156.53   0.020
4169.22   0.057
4267.15   0.081
4275.55   0.069
4303.61   0.046
4312.11   0.026
4313.44   0.034
4315.40   0.025
4317.14   0.063
4319.63   0.078
4340.47   43.500
4363.21   3.030
4387.93   0.487
4409.30   0.028
4414.90   0.030
4416.97   0.040
4437.55   0.057
4471.50   4.030
4562.60   0.048
4571.10   0.054
4607.13   0.048
4609.44   0.020
4634.14   0.010
4638.49   0.061
4641.81   0.082
4649.13   0.062
4650.84   0.062
4658.10   0.601
4661.63   0.054
4667.00   0.023
4673.73   0.012
4676.24   0.021
4685.68   0.017
4692.90   0.011
4696.27   0.017
4701.62   0.183
4711.37   0.204
4713.17   0.467
4733.93   0.062
4740.17   0.177
4754.83   0.135
4769.60   0.067
4777.88   0.032
4814.55   0.030
4861.33   100.000
4881.11   0.183
4889.63   0.017
4903.50   0.034
4906.83   0.037
4921.93   1.160
4931.80   0.070
4958.91   171.000
5006.84   518.000
5273.38   0.299
5517.66   0.528
5537.60   0.410
5754.60   0.235
5875.66   14.800
6231.09   0.175
6254.30   0.153
6300.34   1.300
6312.10   2.370
6548.10   4.040
6562.77   380.000
6583.50   10.900
6678.16   4.640
6716.44   7.660
6730.82   6.940
7065.25   4.690
7135.80   18.000
7155.14   0.046
7231.32   0.326
7236.42   0.341
7281.35   0.994
7319.45   2.800
7330.20   2.300
