#Galactic planetary nebula
#from Wesson & Liu, 2004, MNRAS, 351, 1026
#four column files should contain observed wavelength, rest wavelength, flux and uncertainty
#observed wavelength is propagated into the latex output table
#UV lines from IUE, uncertainty estimated at 10 per cent
1549.93  1549.00  39.01  3.901
1640.54  1640.42  9.251  0.925
1718.20  1718.20  6.873  0.687
1909.00  1908.80  11.40  1.140
#Optical lines from WHT
3632.36  3634.25  0.594  0.0594
#the following two lines are the continuum fluxes either side of the Balmer jump
3645.50  3645.50  0.600  0.01
3646.50  3646.50  0.120  0.04
3667.84  3669.47  0.052  0.0156
3669.81  3671.48  0.141  0.0423
3672.11  3673.74  0.440  0.088
3674.66  3676.36  0.546  0.0546
3677.66  3679.36  0.569  0.0569
3681.13  3682.81  0.657  0.0657
3685.19  3686.83  0.801  0.0801
3689.93  3691.56  0.884  0.0884
3692.59  3694.21  0.119  0.0357
3695.59  3697.15  1.034  0.1034
3702.12  3703.86  1.130  0.113
3703.25  3705.02  1.049  0.1049
3705.66  3707.25  0.116  0.0348
3710.50  3711.97  1.669  0.1669
3720.36  3721.94  2.593  0.12965
3724.55  3726.03  15.96  0.798
3727.33  3728.82  7.776  0.3888
3732.90  3734.37  2.246  0.1123
3748.70  3750.15  2.823  0.14115
3753.34  3754.69  0.138  0.0414
3755.53  3757.24  0.075  0.0225
3758.53  3759.87  0.085  0.0255
3761.15  3762.60  0.041  0.0123
3765.16  3766.64  0.040  0.012
3769.24  3770.63  3.465  0.17325
3772.85  3774.02  0.081  0.0243
3775.84  3777.14  0.061  0.0183
3783.52  3784.89  0.042  0.0126
3789.87  3791.27  0.029  0.0087
3796.63  3797.90  4.551  0.22755
3804.66  3805.74  0.065  0.0195
3818.40  3819.62  1.422  0.1422
3834.21  3835.39  6.948  0.3474
3854.86  3856.02  0.084  0.0252
*        3856.13  *      *
3867.67  3868.75  43.86  2.193
3881.27  3882.19  0.039  0.0117
*        3882.45  *      *
3887.79  3888.65  17.10  0.855
*        3889.05  *      *
