#two column files have to contain the rest wavelength and the flux
#comment lines should start with a # and are ignored
3634.25  0.594
3645.50  0.600
3646.50  0.120
3669.47  0.052
3671.48  0.141
3673.74  0.440
3676.36  0.546
3679.36  0.569
3682.81  0.657
3686.83  0.801
3691.56  0.884
3694.21  0.119
3697.15  1.034
3703.86  1.130
3705.02  1.049
3707.25  0.116
3711.97  1.669
3721.94  2.593
3726.03  15.96
3728.82  7.776
3734.37  2.246
3750.15  2.823
3754.69  0.138
3757.24  0.075
3759.87  0.085
3762.60  0.041
3766.64  0.040
3770.63  3.465
3774.02  0.081
3777.14  0.061
3784.89  0.042
3791.27  0.029
3797.90  4.551
3805.74  0.065
3819.62  1.422
3835.39  6.948
3856.02  0.084
3856.13  *
3868.75  43.86
3882.19  0.039
3882.45  *
3888.65  17.10
3889.05  *
3918.98  0.032
3920.69  0.081
3926.54  0.161
3964.73  1.423
3967.46  15.38
3970.07  15.16
3994.99  0.025
4009.26  0.211
4026.21  2.329
4035.08  0.025
4041.31  0.040
4043.53  0.018
4068.60  0.847
4069.89  0.238
4072.16  0.240
4076.35  0.518
4085.11  0.075
4087.15  0.036
4089.29  0.123
4097.33  0.671
4097.25  *
4097.26  *
4101.74  25.23
4110.78  0.063
4119.22  0.280
4120.28  *
4120.54  *
4129.32  0.039
4132.80  0.106
4143.76  0.427
4146.00  0.037
4153.30  0.126
4156.53  0.075
4169.22  0.072
4176.16  0.011
4185.45  0.047
4189.79  0.051
4236.91  0.028
4241.78  0.049
4253.86  0.041
4267.15  0.615
4273.10  0.008
4275.55  0.068
4276.75  0.025
4277.43  0.027
4282.96  0.004
4283.73  0.022
4285.69  0.026
4291.25  0.037
4294.78  0.031
4303.82  0.083
4317.14  0.100
4319.63  0.045
4325.76  0.029
4340.47  44.92
4345.56  0.224
4345.55  *
4349.43  0.160
4363.21  1.748
4366.89  0.095
4379.11  0.071
4387.93  0.705
4391.99  0.047
4392.00  *
4409.30  0.040
4413.22  0.020
4414.90  0.055
4416.97  0.061
4428.64  0.039
4428.52  *
4430.94  0.017
4432.74  0.031
4437.55  0.081
4471.50  5.858
4488.75  0.028
4491.23  0.036
4510.91  0.038
4510.91  *
4530.41  0.033
4530.86  *
4552.53  0.020
4571.10  0.047
4590.97  0.064
4596.18  0.066
4595.96  *
4602.13  0.042
4607.03  0.039
4607.16  *
4609.44  0.058
4621.39  0.031
4621.25  *
4630.54  0.086
4634.14  0.317
4638.86  0.174
4640.64  0.669
4641.81  0.298
4641.84  *
4649.13  0.467
4650.84  0.160
4658.10  0.189
4661.63  0.165
4673.73  0.024
4676.24  0.118
4701.62  0.059
4711.37  0.720
4713.17  0.639
4733.91  0.024
4740.17  0.753
4754.69  0.046
4803.29  0.044
4815.55  0.015
4861.33  100.0
4881.11  0.099
4906.83  0.055
4921.93  1.576
4923.93  0.137
4931.80  0.087
4958.91  228.2
5270.40  0.071
5342.38  0.036
5345.90  0.016
5517.66  0.429
5537.60  0.603
5666.63  0.067
5676.02  0.044
5679.56  0.114
5686.21  0.026
5710.77  0.026
5754.60  0.517
5801.51  0.090
5812.14  0.079
5875.66  18.09
5927.81  0.011
5931.78  0.031
5941.65  0.040
5978.97  0.011
6101.83  0.027
6151.43  0.030
6300.34  0.779
6312.10  1.163
6347.10  0.059
6363.78  0.251
6371.38  0.052
6461.95  0.068
6548.10  10.60
6562.77  303.2
6583.50  32.02
6678.16  5.069
6716.44  1.983
6730.82  3.651
7065.25  6.220
7135.80  21.62
7231.32  0.144
7236.42  0.175
7281.35  0.802
7298.04  0.062
7319.45  1.550
7330.20  1.553
7499.84  0.054
7530.83  0.122
7751.43  5.141
7816.16  0.086
9.0      26.05
12.8     10.79
15.5     285
18.7     58.04
21.8     1.519
33.5     21.33
36.0     19.46
52       150.8
57       37.18
63       1.358
88       43.97
146      0.068
158      0.129
