3554.42 0.258 0.0695
3587.28 0.308 0.0609
3613.64 0.515 0.0590
3634.25 0.424 0.0560
3667.68 0.099 0.0203
3669.46 0.131 0.0207
3671.48 0.210 0.0217
3673.74 0.280 0.0231
3676.36 0.322 0.0358
3679.36 0.478 0.0367
3682.81 0.565 0.0313
3686.83 0.681 0.0388
3691.56 0.919 0.0408
3697.15 1.043 0.0395
3703.86 1.144 0.0430
3705.02 0.669 0.0437
3711.97 1.341 0.0346
3715.08 0.119 0.0208
3721.94 2.073 0.1164
3726.03 35.23 0.1150
3728.82 15.87 0.1158
3734.37 1.995 0.1166
3750.15 2.416 0.0381
3754.69 0.092 0.0204
3757.24 0.152 0.0207
3770.63 3.112 0.0386
3797.90 3.928 0.0398
3819.62 1.029 0.0405
3835.39 5.656 0.0401
3868.75 14.52 0.1114
3889.05 15.16 0.1175
3918.98 0.129 0.0234
3920.69 0.268 0.0233
3926.54 0.079 0.0154
3964.73 1.148 0.0543
3967.46 4.625 0.0539
3970.07 12.16 0.0537
4009.26 0.227 0.0345
4026.21 2.086 0.0318
4068.60 0.449 0.0508
4069.62 0.058 0.0066
4069.89 0.093 0.0105
4072.16 0.140 0.0235
4075.86 0.056 0.0250
4076.35 0.203 0.0230
4097.33 0.242 0.0881
4101.74 20.78 0.1672
4110.78 0.087 0.0180
4119.22 0.259 0.0367
4120.28 0.056 0.0079
4120.84 0.016 0.0216
4132.80 0.156 0.0199
4143.76 0.352 0.0287
4185.45 0.063 0.0209
4186.90 0.074 0.0266
4267.15 1.389 0.0212
4340.47 40.96 0.0442
4349.43 0.056 0.0386
4363.21 4.486 0.0435
4366.89 0.073 0.0233
4387.93 0.534 0.0438
4437.55 0.068 0.0236
4471.50 4.683 0.0194
4491.07 0.031 0.0173
4514.86 0.062 0.0220
4571.10 0.089 0.0191
4658.10 0.528 0.0239
4685.68 1.444 0.0941
4701.62 0.125 0.0449
4711.37 0.849 0.0419
4788.13 0.129 0.0211
4861.33 100.0 0.4775
4881.11 0.166 0.1790
4921.93 1.246 0.1246
4958.91 167.0 0.4666
5006.84 583.3 2.1081
5754.60 0.884 0.1060
5875.66 15.10 0.1968
6300.34 0.985 0.1505
6312.10 0.450 0.1476
6548.10 8.041 6.2346
6562.77 282.7 5.8805
6583.50 21.82 5.9544
6678.16 4.212 0.1625
6730.82 1.241 0.1786
7065.25 7.818 0.1711
7135.80 4.500 0.1744
7231.32 0.360 0.1889
7236.42 0.877 0.2010
7281.35 0.729 0.1655
7318.92 5.772 0.1716
7329.67 5.376 0.1779
7751.43 1.193 0.1571
